retrieved_at,prefecture,agency,case_type,title,announcement_date,url,source
2026-05-15 19:38:58,全国,環境省,役務,令和８年度 TOD（Transit Oriented Development）プロジェクトにおける温室効果ガス削減効果に係る調査検討委託業務【総合評価落札方式】,2026-05-15,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-15 19:38:58,全国,国土交通省,委託,令和8年度 建築施設点検業務（東京空港事務所外3官署）（東京航空局 東京空港事務所）,2026-05-15,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-15 19:38:58,全国,経済産業省,委託,【近畿経済産業局】令和８年度大企業の協業拡大に際して中小企業に必要な知財戦略調査事業,2026-05-15,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-15 19:38:58,全国,国家公安委員会（警察庁）,役務,【茨城県情報通信部】通信施設清掃点検作業,2026-05-15,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-15 19:38:58,全国,経済産業省,委託,【本省】令和８年度経済産業政策関係調査事業（会計執行実務等に関する課題分析調査）,2026-05-15,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-15 19:38:58,全国,文部科学省,委託,2027年教育調査に伴う学校連絡調整にかかるシステム開発及び運用保守 一式,2026-05-15,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-15 19:38:57,石川県,財務省,役務,個別指導方式による記帳指導等の委託業務,2026-05-15,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（対象5県）
2026-05-15 19:38:57,石川県,財務省,役務,会計ソフト方式による記帳指導業務委託,2026-05-15,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（対象5県）
2026-05-15 19:38:57,新潟県,厚生労働省,委託,長岡公共職業安定所小千谷出張所における職業相談エリアのレイアウト変更業務,2026-05-15,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（対象5県）
2026-05-15 19:38:57,新潟県,厚生労働省,委託,長岡公共職業安定所における職業相談エリアのレイアウト変更業務,2026-05-15,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（対象5県）
